Issue Type,Custom field (Patch Info),Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,,CAMEL-10015,12975453,Fix syntax for braintree component,ancosen,aurelien.pupier,Major,Resolved,Fixed,2016-06-03 11:26,2016-06-03 13:16,
Bug,,CAMEL-10014,12975452,Fix syntax for kubernetes component,ancosen,aurelien.pupier,Major,Resolved,Fixed,2016-06-03 11:25,2016-06-03 13:15,
Bug,,CAMEL-9941,12964747,Blueprint bug ARIES-1544 causes issues in Olingo2 configuration,dhirajsb,dhirajsb,Major,Resolved,Fixed,2016-05-03 18:50,2016-06-01 7:41,
Bug,,CAMEL-9966,12969555,Restlet - Should not enable stream by default,davsclaus,davsclaus,Major,Resolved,Fixed,2016-05-13 14:49,2016-05-13 14:59,
Bug,,CAMEL-9963,12969472,camel-blueprint - Namespace parser should skip placeholders for component dependencies,davsclaus,davsclaus,Major,Resolved,Fixed,2016-05-13 5:41,2016-05-13 5:52,
Bug,,CAMEL-9786,12955099,RabbitMQ consumer performance regression,,chribble,Major,Open,,2016-03-31 21:16,2016-05-05 14:56,
Bug,,CAMEL-9929,12963833,camel-restlet - Using synchronous=false with no error handler leak inflight exchange,davsclaus,davsclaus,Major,Resolved,Fixed,2016-04-29 12:10,2016-04-29 12:13,
Bug,,CAMEL-9925,12963743,Update Salesforce component to use Jetty9,dhirajsb,dhirajsb,Major,Resolved,Fixed,2016-04-29 2:19,2016-04-29 6:08,
Bug,,CAMEL-9911,12962306,RestBindingMode auto not honored,johndament,johndament,Major,Resolved,Fixed,2016-04-25 17:18,2016-04-28 23:59,
Bug,,CAMEL-9920,12963263,Handle SocketTimeoutException on accept,hqstevenson,hqstevenson,Major,Resolved,Fixed,2016-04-27 18:57,2016-04-28 15:16,
Bug,,CAMEL-9922,12963428,activemq broker cannot start,,acartapanis,Major,Resolved,Invalid,2016-04-28 9:16,2016-04-28 10:40,
Bug,,CAMEL-9874,12959583,Camel Jetty consumer endpoint incorrectly handles multipart/form-data,davsclaus,rpozarickij,Major,Resolved,Fixed,2016-04-18 9:05,2016-04-28 8:28,
Bug,,CAMEL-9805,12955685,camel-sql - body not copied from in to out when useing outputHeader and outputType=SelectOne when sql doesn't return a result,ancosen,Thomas.Bender@flatironssolutions.com,Major,Resolved,Fixed,2016-04-04 6:24,2016-04-28 8:15,
Bug,,CAMEL-9784,12954937,Camel polling the files from S3 only once if deleteAfterRead is false,davsclaus,yog.jira,Major,Resolved,Fixed,2016-03-31 12:28,2016-04-28 7:05,
Bug,,CAMEL-9913,12962503,Upgrading Beanshell for CVE-2016-2510,ancosen,ancosen,Major,Resolved,Fixed,2016-04-26 7:16,2016-04-26 7:43,
Bug,,CAMEL-9876,12959596,Error handling in splitter is broken with version 2.17.0,davsclaus,OHolzma,Major,Resolved,Invalid,2016-04-18 9:41,2016-04-24 15:44,
Bug,,CAMEL-9887,12960040,onCompletion not called on Splitter configured with CompletionAwareAggregationStrategy and shareUnitOfWork=true,davsclaus,jwilliamson,Major,Resolved,Fixed,2016-04-19 16:02,2016-04-24 13:49,
Bug,,CAMEL-9893,12960373,Camel Jetty SSL ClassCastException for SSLContextParametersFactoryBean,davsclaus,mujahedsyed,Major,Resolved,Invalid,2016-04-20 14:59,2016-04-23 7:49,
Bug,,CAMEL-9906,12962000,camel-sql - Should allow null values as a valid value,davsclaus,davsclaus,Major,Resolved,Fixed,2016-04-23 6:07,2016-04-23 6:53,
Bug,,CAMEL-9903,12961638,DumpRouBugatsAsXml do not work when jmx domain is customized,davsclaus,gterral,Major,Resolved,Fixed,2016-04-22 13:29,2016-04-22 19:07,
Bug,,CAMEL-9899,12961110,camel-rx - Use a worker pool for Bugs such as stopping consumers,davsclaus,davsclaus,Major,Resolved,Fixed,2016-04-21 20:45,2016-04-22 10:40,
Bug,,CAMEL-9892,12960363,Aggregator completionPredicate does not support a more complex block with scala DSL,davsclaus,bgaudaen,Major,Resolved,Fixed,2016-04-20 14:22,2016-04-22 7:09,
Bug,,CAMEL-9881,12959964,Aggregator completionPredicate unusable with scala DSL,davsclaus,bgaudaen,Major,Resolved,Fixed,2016-04-19 11:38,2016-04-20 14:35,
Bug,,CAMEL-9851,12957576,Zookeeper RoutePolicy failing to create znode,davsclaus,mtran,Major,Resolved,Fixed,2016-04-10 23:39,2016-04-17 22:59,
Bug,,CAMEL-9866,12958459,@PropertyInject doesn't work with Spring-Boot,trohovsky,jnupponen,Major,Resolved,Fixed,2016-04-13 12:51,2016-04-14 8:35,
Bug,,CAMEL-9867,12958512,IndexOutOfBoundsException when MSH-18 is not present,hqstevenson,hqstevenson,Major,Resolved,Fixed,2016-04-13 15:49,2016-04-14 5:43,
Bug,Patch Available,CAMEL-9850,12957532,Twitter: truncation has no effect,davsclaus,binfalse,Major,Resolved,Fixed,2016-04-10 11:35,2016-04-13 10:40,
Bug,,CAMEL-9859,12958053,Re-enable Netty4 Channel Options.,jpoth,jpoth,Major,Resolved,Fixed,2016-04-12 9:33,2016-04-13 9:36,
Bug,Patch Available,CAMEL-9847,12957437,XMPP: private chat response issue,davsclaus,binfalse,Major,Resolved,Fixed,2016-04-09 10:39,2016-04-10 10:49,
Bug,,CAMEL-9828,12956788,Swagger seems to inject empty headers,davsclaus,tdudgeon,Major,Resolved,Fixed,2016-04-07 8:06,2016-04-07 10:34,
Bug,,CAMEL-9768,12953848,HTTP[4] component disableStreamCache issue: java.io.IOException: Attempted read from closed stream.,davsclaus,erwelch,Major,Resolved,Fixed,2016-03-27 14:33,2016-04-07 8:43,
Bug,,CAMEL-9827,12956762,MongoDB - The unit Bugs have some issues,davsclaus,davsclaus,Major,Resolved,Fixed,2016-04-07 5:48,2016-04-07 7:40,
Bug,,CAMEL-9816,12956109,StreamCache - The cache method should support OUT as well,davsclaus,davsclaus,Major,Resolved,Fixed,2016-04-05 9:43,2016-04-05 11:21,
Bug,,CAMEL-9812,12955753,Camel leaves Kafka consumers running after shutdown,ancosen,jlpedrosa,Major,Resolved,Fixed,2016-04-04 13:00,2016-04-05 11:19,
Bug,,CAMEL-9798,12955500,camel-cdi - Add support for injecting default ProducerTemplate,antonin.stefanutti,davsclaus,Major,Resolved,Fixed,2016-04-02 11:15,2016-04-04 12:32,
Bug,,CAMEL-9804,12955624,XMPP chat responding not woring,davsclaus,binfalse,Major,Resolved,Invalid,2016-04-03 15:27,2016-04-04 6:09,
Bug,,CAMEL-9781,12954888,Installing camel in Karaf 3.0.x,davsclaus,davsclaus,Major,Resolved,Fixed,2016-03-31 8:24,2016-03-31 8:31,
Bug,,CAMEL-9779,12954658,camel-netty4-http - Using no port number issue,davsclaus,davsclaus,Major,Resolved,Fixed,2016-03-30 15:25,2016-03-30 15:35,
Bug,,CAMEL-9767,12953847,CDI deployment problem in JBoss EAP 6.3,antonin.stefanutti,saschag,Major,Resolved,Fixed,2016-03-27 13:32,2016-03-29 9:36,
Bug,,CAMEL-9769,12953940,camel-spring-javaconfig - Make the main class easier,davsclaus,davsclaus,Major,Resolved,Fixed,2016-03-28 11:19,2016-03-28 11:28,
Bug,,CAMEL-9730,12952006,NPE in camel-jaxb when using in OSGi running from CamelBugBlueprint,davsclaus,davsclaus,Major,Resolved,Fixed,2016-03-21 12:28,2016-03-21 21:02,
Bug,,CAMEL-9660,12946060,HTTP producers crash when Exchange.HTTP_URI header contains unencoded unsafe characters,davsclaus,tadayosi,Major,Resolved,Fixed,2016-03-02 6:22,2016-03-07 1:49,
Bug,,CAMEL-9658,12945760,Path gets decoded when bridging HTTP endpoints,davsclaus,tadayosi,Major,Resolved,Fixed,2016-03-01 8:18,2016-03-07 1:47,
Bug,,CAMEL-9667,12946580,Resequencer does not work with asynchronous producers,davsclaus,mbasovni,Major,Resolved,Not A Problem,2016-03-03 15:28,2016-03-04 14:42,
Bug,,CAMEL-9442,12923748,Query string gets decoded when bridging from netty-http to http4,gertvanthienen,gertvanthienen,Major,Resolved,Fixed,2015-12-22 13:37,2016-03-02 6:24,
Bug,,CAMEL-9640,12942929,Query string gets decoded when bridging from netty*-http to netty*-http,davsclaus,tadayosi,Major,Resolved,Fixed,2016-02-24 11:33,2016-03-01 8:19,
Bug,,CAMEL-9630,12940922,Add missing literals to Camel CDI,antonin.stefanutti,johndament,Major,Resolved,Fixed,2016-02-21 22:37,2016-02-24 13:40,
Bug,,CAMEL-9458,12924838,Cannot install camel-ignite in karaf,raulvk,davsclaus,Major,Resolved,Fixed,2015-12-30 9:32,2016-02-22 6:58,
Bug,,CAMEL-9615,12940131,camel-iBug-karaf - Some failed Bugs,ancosen,davsclaus,Major,Resolved,Fixed,2016-02-18 11:28,2016-02-22 6:58,
Bug,,CAMEL-9556,12935742,Main - We should @deprecate enableHangupSupport,,davsclaus,Major,Resolved,Fixed,2016-02-01 20:26,2016-02-01 20:55,
Bug,Patch Available,CAMEL-9517,12930172,Validator Component: add clearCachedSchema method to ValidatorEndpoint,forsthofer,forsthofer,Major,Closed,Resolved,2016-01-14 15:57,2016-01-15 7:43,
Bug,,CAMEL-9459,12924839,Cannot install camel-kubernetes in karaf,ancosen,davsclaus,Major,Resolved,Fixed,2015-12-30 9:36,2015-12-30 12:49,
Bug,,CAMEL-9438,12923450,Unable to use camel-example-cxf,gautric,gautric,Major,Closed,Fixed,2015-12-21 15:06,2015-12-21 15:26,
Bug,,CAMEL-9404,12920555,Create .MD Readme for top folder,gautric,gautric,Major,Closed,Fixed,2015-12-09 21:25,2015-12-10 14:52,2015-12-09 0:00
Bug,,CAMEL-9348,12915116,Endpoints for the same websocket with different parameters cannot send message to websocket client,davsclaus,tonswieb,Major,Resolved,Fixed,2015-11-21 20:40,2015-11-22 17:42,
Bug,,CAMEL-9257,12907909,route stop/start doesn't work for camel-websocket producer,davsclaus,igarashitm,Major,Resolved,Fixed,2015-10-26 13:28,2015-10-28 10:51,
Bug,,CAMEL-9209,12903957,camel-jbpm - use logging jar from maven central,ancosen,davsclaus,Major,Resolved,Fixed,2015-10-10 6:44,2015-10-10 9:20,
Bug,,CAMEL-11393,13078730,sql-stored - Add support for typeNames and scale in grammar,davsclaus,snurmine,Minor,Resolved,Fixed,2017-06-09 19:22,2017-06-11 15:10,
Bug,,CAMEL-9932,12964151,sql-stored - Add support for arrays in grammar,davsclaus,davsclaus,Minor,Resolved,Fixed,2016-05-01 15:28,2017-06-09 19:22,
Bug,,CAMEL-9935,12964306,Rest DSL passes blank query parameters as null,davsclaus,jvz,Minor,Resolved,Fixed,2016-05-02 14:16,2017-05-23 13:06,
Bug,,CAMEL-9716,12950844,Camel KafkaConsumer should be able to re-consume the Kafka stream.,,sruehl,Minor,Resolved,Fixed,2016-03-16 14:03,2017-02-27 9:55,
Bug,,CAMEL-9971,12970328,file2 component should support appending chars in append mode,,jmkgreen,Minor,Open,,2016-05-17 10:23,2017-02-24 13:38,
Bug,,CAMEL-10745,13037682,POJO @Produce @Consume does not work with multiple arguments anymore.,davsclaus,chrisjheap,Minor,Resolved,Fixed,2017-01-25 12:41,2017-01-30 17:55,
Bug,,CAMEL-10666,13031435,Serializable headers lost by JmsBinding,ancosen,barbara.devido,Minor,Resolved,Fixed,2017-01-01 20:29,2017-01-09 11:54,
Bug,,CAMEL-10511,13022528,MllpTcpClientProducer should read all available bytes in TCP buffer for acknowledgment,hqstevenson,hqstevenson,Minor,Resolved,Fixed,2016-11-22 15:52,2016-12-16 21:59,
Bug,,CAMEL-10476,13020538,configAdminFile not used to populate property placeholders in camel-Bug-blueprint when run via camel-maven-plugin,gzres,ryanco,Minor,Resolved,Fixed,2016-11-14 16:09,2016-12-16 8:10,
Bug,,CAMEL-10315,13004528,Apache Camel Blueprint continuously Restarts in Karaf with update-strategy = 'reload',,cetra3,Minor,Resolved,Cannot Reproduce,2016-09-13 8:33,2016-12-06 8:56,
Bug,,CAMEL-9824,12956420,Add possibility to let the server generate a name for a queue,ancosen,fabian.chanton@gmx.ch,Minor,Resolved,Won't Fix,2016-04-06 8:14,2016-11-25 10:19,
Bug,,CAMEL-10510,13022525,HL7AcknowledgementGenerator should set exchange property and not message header,hqstevenson,hqstevenson,Minor,Resolved,Fixed,2016-11-22 15:47,2016-11-22 19:59,
Bug,Patch Available,CAMEL-10463,13019800,Update Camel Salesforce integration Bugs,davsclaus,zregvart,Minor,Resolved,Fixed,2016-11-10 11:04,2016-11-22 9:25,
Bug,,CAMEL-9678,12947944,camel-undertow - Keep restarting server when add/remove routes,igarashitm,davsclaus,Minor,Resolved,Fixed,2016-03-08 8:44,2016-10-26 9:26,
Bug,Patch Available,CAMEL-10385,13011871,simple ognl expression issue w/ list & spring boot,davsclaus,dmitriyC300,Minor,Resolved,Fixed,2016-10-13 3:18,2016-10-14 13:22,
Bug,,CAMEL-9910,12962302,Camel Rest - automatic component discovery,davsclaus,johndament,Minor,Resolved,Fixed,2016-04-25 17:15,2016-09-15 15:02,
Bug,,CAMEL-10278,13001595,Incompatible versions of qpid in camel-amqp karaf feature,ancosen,jknetl,Minor,Resolved,Fixed,2016-08-31 9:15,2016-08-31 9:57,
Bug,,CAMEL-9701,12949676,pax-cdi feature refers to a non existing file - org.ops4j.pax.cdi.fragment:pax-cdi-fragment-ds-jpa:jar:1.0.0.RC1,antonin.stefanutti,davsclaus,Minor,Resolved,Unresolved,2016-03-13 8:11,2016-08-10 9:12,
Bug,,CAMEL-10010,12975108,"ZipSplitter creates ""null""-Message",,h.willuhn,Minor,Closed,Duplicate,2016-06-02 9:43,2016-08-08 11:13,
Bug,,CAMEL-10021,12975711,Class component - Should allow to call static method on class without ctr,davsclaus,davsclaus,Minor,Resolved,Fixed,2016-06-04 8:24,2016-06-04 9:06,
Bug,,CAMEL-9733,12952088,enable dynamic job name in component spring-batch,davsclaus,jlpedrosa,Minor,Resolved,Fixed,2016-03-21 16:38,2016-05-28 6:56,
Bug,,CAMEL-9897,12960690,Add an Option to the XSLT Component to support custom EntityResolver,davsclaus,h.willuhn,Minor,Resolved,Fixed,2016-04-21 10:01,2016-05-26 17:12,
Bug,,CAMEL-9938,12964619,TimerPatternConverter - Should be more strict,davsclaus,davsclaus,Minor,Resolved,Fixed,2016-05-03 11:34,2016-05-24 7:24,
Bug,,CAMEL-9967,12969684,Camel Simple OGNL notation only works with ${body.something} not ${headers[blah].something},,aaronjwhiteside,Minor,Resolved,Not A Bug,2016-05-13 22:46,2016-05-13 22:49,
Bug,,CAMEL-9921,12963395,Dozer variable mapping doesn't work on karaf,davsclaus,igarashitm,Minor,Resolved,Fixed,2016-04-28 6:32,2016-05-09 12:20,
Bug,,CAMEL-9936,12964322,Camel-parent 17.0 uses incompatible logback-classic and slf4j-api,davsclaus,jmandawg,Minor,Resolved,Fixed,2016-05-02 15:40,2016-05-05 7:53,
Bug,,CAMEL-9937,12964573,camel-catalog - Add api to validate time pattern,davsclaus,davsclaus,Minor,Resolved,Fixed,2016-05-03 9:21,2016-05-03 9:22,
Bug,,CAMEL-9836,12956890,Add file id of the gridfs file created in the header of the exchange,davsclaus,jlpedrosa,Minor,Resolved,Fixed,2016-04-07 15:19,2016-04-28 12:10,
Bug,,CAMEL-9917,12963091,Route stopped events are sent in inconsistent order,antonin.stefanutti,antonin.stefanutti,Minor,Resolved,Fixed,2016-04-27 14:37,2016-04-27 14:42,
Bug,,CAMEL-9912,12962424,Camel,gzres,afbagwe@sandia.gov,Minor,Resolved,Invalid,2016-04-25 23:44,2016-04-26 5:37,
Bug,,CAMEL-9872,12959498,VetoCamelContextStartException with rethrowException=false cases MainSupport class to hang,davsclaus,jimih,Minor,Resolved,Fixed,2016-04-17 22:40,2016-04-24 9:07,
Bug,,CAMEL-9905,12961839,TarAggregationStragegy should delete temporary files,davsclaus,davsclaus,Minor,Resolved,Fixed,2016-04-22 18:54,2016-04-22 18:59,
Bug,,CAMEL-9898,12960695,SimpleBuilder throws NullPointerException when replacing string using regexAll method and the regex contains },davsclaus,ltsall,Minor,Resolved,Fixed,2016-04-21 10:17,2016-04-21 19:42,
Bug,,CAMEL-9791,12955302,DeadLetterChannel not triggered on RejectedExecutionException,davsclaus,trobert,Minor,Resolved,Fixed,2016-04-01 13:49,2016-04-20 6:17,
Bug,,CAMEL-9780,12954757,Cannot install camel-hazelcast in Karaf 3.x,davsclaus,jvz,Minor,Resolved,Fixed,2016-03-30 20:42,2016-04-15 12:39,
Bug,,CAMEL-9862,12958100,Potential NPE in UndertowComponent.unregisterConsumer,davsclaus,jamesnetherton,Minor,Resolved,Fixed,2016-04-12 12:51,2016-04-13 17:30,
Bug,,CAMEL-9863,12958382,loopDoWhile will loop forever if using ahc component in the loop.,davsclaus,sanigo@gmail.com,Minor,Resolved,Fixed,2016-04-13 7:16,2016-04-13 9:22,
Bug,Patch Available,CAMEL-9858,12957998,Add support for maven classifiers to camel-grape component,davsclaus,jkastel,Minor,Resolved,Fixed,2016-04-12 6:54,2016-04-13 7:59,
Bug,,CAMEL-9818,12956120,Camel kafka consumer adds legacy (deprecated properties) in the kafka consumer,ancosen,jlpedrosa,Minor,Resolved,Fixed,2016-04-05 11:07,2016-04-11 12:28,
Bug,Patch Available,CAMEL-9835,12956866,Enable  kafka consumer to subcribe to multiple topics,ancosen,jlpedrosa,Minor,Resolved,Fixed,2016-04-07 13:46,2016-04-11 12:27,
Bug,Patch Available,CAMEL-9841,12957210,NPE in MIME-Multipart Data Format if no file name is defined on attachment,davsclaus,siano,Minor,Resolved,Fixed,2016-04-08 13:31,2016-04-09 5:56,
Bug,,CAMEL-9829,12956790,camel-cxf namespace parser has hard dependency on jaxrs client,davsclaus,niels@harremoes.dk,Minor,Resolved,Duplicate,2016-04-07 8:07,2016-04-07 8:19,
Bug,Patch Available,CAMEL-9819,12956229,camel-jetty8 Bug missing dependency,ancosen,aphelio,Minor,Resolved,Fixed,2016-04-05 18:04,2016-04-06 6:53,
Bug,,CAMEL-9815,12956084,Add URI parameter to skip the declaration of the exchange,davsclaus,fabian.chanton@gmx.ch,Minor,Resolved,Fixed,2016-04-05 7:46,2016-04-06 5:25,
Bug,,CAMEL-9796,12955387,"Internal Access still displayed, no change to JSON generated",davsclaus,flavouski,Minor,Resolved,Fixed,2016-04-01 18:44,2016-04-02 8:14,
Bug,,CAMEL-9793,12955337,"PropertyPlaceHolder not loading Property, thinks it is a Parameter",davsclaus,flavouski,Minor,Resolved,Fixed,2016-04-01 15:55,2016-04-02 7:05,
Bug,,CAMEL-9777,12954629,camel-zipfile - Using zip iterator with dataformat may fail,davsclaus,davsclaus,Minor,Resolved,Fixed,2016-03-30 13:32,2016-03-30 13:34,
Bug,,CAMEL-9775,12954572,Clean configuration meta-datat description,davsclaus,snicoll,Minor,Resolved,Fixed,2016-03-30 9:29,2016-03-30 12:58,
Bug,,CAMEL-9771,12954220,Adding XML routes with spring boot error,davsclaus,qiuzhanghua,Minor,Resolved,Fixed,2016-03-29 7:23,2016-03-30 10:34,
Bug,,CAMEL-9735,12952241,camel-tarfile throws OutOfMemoryError when splitting large files,davsclaus,sverker,Minor,Resolved,Fixed,2016-03-21 22:59,2016-03-22 16:12,
Bug,,CAMEL-9536,12934060,org.codehaus.mojo:taglist-maven-plugin:maven-plugin:2.10 does not exist,davsclaus,arielcarrera,Minor,Resolved,Fixed,2016-01-26 7:26,2016-01-26 8:35,
Bug,,CAMEL-9535,12934056,Could not find artifact camel-commands-spring-boot SNAPSHOT in maven2 repository,davsclaus,arielcarrera,Minor,Closed,Invalid,2016-01-26 6:41,2016-01-26 7:43,
Bug,,CAMEL-9515,12930107,Does not handle an expired iterator exception,candle,candle,Minor,Resolved,Fixed,2016-01-14 10:59,2016-01-21 9:14,
Bug,,CAMEL-9519,12931546,POM from camel-archetype-blueprint generated project caused CamelBlueprintBugSupport failure,gzres,hqstevenson,Minor,Resolved,Fixed,2016-01-15 19:07,2016-01-19 16:30,
Bug,,CAMEL-9520,12932194,DdbStreamConsumer should inherit ?pollStrategy from DdbStreamEndpoint,davsclaus,rvedotrc,Minor,Resolved,Fixed,2016-01-18 17:23,2016-01-19 10:46,
Bug,,CAMEL-9490,12928321,FacebookMethodsTypeHelperBug.BugGetType fails with IllegalArgument Exception,davsclaus,kearls,Minor,Resolved,Fixed,2016-01-07 13:31,2016-01-08 10:32,
Bug,,CAMEL-9412,12920833,Correct camel-example-swagger-cdi documentation,gautric,gautric,Minor,Closed,Fixed,2015-12-10 18:17,2015-12-14 16:55,
Bug,,CAMEL-9234,12905777,Camel-Cxf-Transport: package javax.servlet.http does not exist,,ancosen,Minor,Resolved,Fixed,2015-10-18 9:09,2015-11-01 9:25,
Bug,,CAMEL-9930,12963857,camel timer docs - add supported formats,davsclaus,ludvicekj,Trivial,Resolved,Fixed,2016-04-29 13:42,2016-05-06 6:52,
Bug,,CAMEL-9933,12964206,Camel-CSV marshalling breaks characters not in default charset,siano,siano,Trivial,Resolved,Fixed,2016-05-02 5:31,2016-05-02 9:51,
Bug,,CAMEL-9837,12956904,Camel mail component documentation has BCC and CC options as upper-cased,davsclaus,tcunning,Trivial,Resolved,Fixed,2016-04-07 15:49,2016-04-08 5:33,
Bug,,CAMEL-9411,12920794,Remove old stuff,gautric,gautric,Trivial,Closed,Fixed,2015-12-10 15:51,2015-12-14 16:55,
